,tick,institutional,shares_outstanding,value_holdings,increased_positions_holders,increased_positions_shares,decreased_positions_holders,decreased_positions_shares,held_positions_holders,total_positions_shares,new_positions_holders,new_positions_shares,sold_positions_holders,sold_positions_shares
1320,FREEW,09/30/2021,"2,136,113","$3,311",09/30/2021,"2,051,976",-4.068%,"$3,181",New,"$2,037",09/30/2021,"1,149,405",156.79%,"$1,782"
1321,FREQ,54.40 %,35,$112,36,"1,576,087",45,"2,305,731",100,"18,822,693",11,"478,683",12,"686,258"
1322,FRG,45.28 %,40,$920,61,"2,798,548",46,"1,385,972",126,"18,245,556",15,"957,792",15,"447,920"
1323,FRGI,98.66 %,26,$253,24,"752,471",62,"1,116,118",109,"25,614,208",7,"594,449",13,"320,645"
1324,FRHC,2.16 %,60,$86,27,"274,913",35,"1,372,411",71,"1,285,766",7,"171,196",16,"360,738"
1325,FRLN,29.57 %,36,$25,14,"2,189,381",7,"2,902,624",24,"10,590,235",8,"755,587",5,"1,132,437"
1326,FRME,75.31 %,54,"$1,749",86,"2,231,044",80,"2,092,687",217,"40,604,859",19,"420,343",8,"485,338"
1327,FROG,57.95 %,96,"$1,846",97,"12,638,702",63,"4,875,461",187,"55,861,214",34,"8,995,432",25,"515,003"
1328,FRON,60.92 %,24,$141,23,"2,338,921",5,"135,880",57,"14,414,774",15,"1,676,298",0,0
1329,FRONU,18.82 %,24,$44,7,"41,701",21,"1,676,432",47,"4,453,248",1,"1,492",11,"1,222,015"
1330,FRONW,09/30/2021,0,$553,09/30/2021,"357,731",-6.556%,$330,0%,$219,09/30/2021,"151,443",-21.059%,$140
1331,FRPH,47.23 %,9,$269,28,"125,294",27,"213,430",76,"4,444,954",5,"42,086",6,"184,889"
1332,FRPT,96.99 %,43,"$4,534",144,"4,258,719",141,"2,905,563",328,"42,083,241",39,"1,078,602",46,"402,075"
1333,FRSG,79.39 %,22,$176,36,"7,093,890",5,"1,129,444",69,"17,660,184",28,"5,867,211",2,"96,704"
1334,FRSGW,09/30/2021,"313,980",$505,09/30/2021,"250,000",New,$338,New,$274,09/30/2021,"156,250",0%,$211
1335,FRSH,102.45 %,34,"$1,213",117,"35,314,082",0,0,117,"35,314,082",117,"35,314,082",0,0
1336,FRST,65.97 %,25,$257,33,"1,045,390",48,"1,086,652",111,"16,211,929",7,"274,509",12,"257,223"
1337,FRSX,8.14 %,65,$12,11,"158,233",22,"2,571,499",45,"5,251,247",4,"50,994",8,"173,840"
1338,FRTA,93.52 %,67,"$1,493",51,"2,496,618",48,"2,349,693",129,"62,635,928",10,"232,770",13,"403,129"
1339,FRW,66.12 %,21,$137,27,"5,957,770",3,"104,807",57,"13,993,730",22,"5,179,233",0,0
1340,FRWAW,09/30/2021,0,$160,09/30/2021,"176,441",0%,$141,New,$120,09/30/2021,"136,344",New,$109
1341,FSBC,34.01 %,17,$176,24,"1,129,975",25,"983,296",64,"5,858,628",5,"213,354",10,"448,422"
1342,FSBW,58.00 %,8,$166,27,"182,625",36,"225,707",82,"4,748,760",5,"75,050",7,"70,726"
1343,FSEA,5.41 %,6,$3,3,"29,343",3,"2,565",14,"325,123",3,"29,343",2,806
1344,FSFG,24.63 %,7,$47,17,"279,340",22,"293,605",48,"1,754,787",6,"59,511",6,"12,204"
1345,FSII,85.15 %,21,$247,9,"1,986,325",28,"1,878,774",74,"17,650,159",5,"1,194,586",13,"1,182,651"
1346,FSLR,76.50 %,106,"$8,715",254,"7,972,223",186,"7,822,214",539,"81,343,135",60,"2,334,974",40,"2,160,306"
1347,FSRX,66.43 %,31,$200,24,"3,257,334",5,"601,798",64,"20,461,181",16,"1,639,857",3,"601,612"
1348,FSRXU,24.12 %,31,$74,14,"398,120",22,"2,345,384",62,"7,428,750",6,"357,508",13,"1,156,567"
1349,FSRXW,09/30/2021,0,$254,09/30/2021,"306,250",0%,$254,0%,$227,09/30/2021,"250,000",0%,$208
1350,FSSI,75.49 %,26,$191,36,"4,073,588",13,"2,147,002",93,"19,533,559",19,"2,104,649",3,"992,096"
1351,FSSIU,16.28 %,26,$43,4,"22,501",26,"1,770,846",56,"4,211,253",3,"20,101",17,"1,529,599"
1352,FSSIW,09/30/2021,0,"$1,040",09/30/2021,"673,439",0%,$525,0%,$351,09/30/2021,"390,109",31.086%,$304
1353,FSTR,62.85 %,11,$109,34,"640,725",39,"679,339",88,"6,809,146",6,"197,212",13,"421,583"
1354,FSTX,47.63 %,21,$53,16,"192,049",19,"1,280,157",45,"9,823,072",4,"16,418",8,"605,813"
1355,FSV,70.29 %,44,"$6,169",84,"1,927,161",82,"1,274,759",201,"30,878,238",20,"228,689",5,"406,516"
1356,FTAA,81.93 %,26,$209,47,"12,002,911",14,"3,473,730",83,"21,023,766",34,"5,945,002",7,"3,138,487"
1357,FTAAU,10.30 %,26,$27,4,"79,575",46,"8,480,708",60,"2,642,146",3,"60,500",43,"7,426,364"
1358,FTAAW,09/30/2021,"385,674",$656,09/30/2021,"349,627",62.44%,$594,New,$510,09/30/2021,"274,850",New,$467
1359,FTCI,22.07 %,85,$166,33,"3,193,889",37,"6,698,592",75,"18,757,180",10,"1,063,177",16,"1,434,337"
1360,FTCV,61.11 %,26,$161,29,"4,337,821",26,"6,263,966",64,"15,667,406",16,"2,869,134",13,"3,040,957"
1361,FTCVU,0.52 %,26,$2,1,97,5,"1,106,952",6,"134,381",0,0,2,"1,100,000"
1362,FTCVW,09/30/2021,"-182,100","$2,350",09/30/2021,"540,000",0%,"$1,522",-6.464%,"$1,156",09/30/2021,"356,039",New,"$1,003"
1363,FTDR,101.05 %,85,"$3,104",126,"7,999,783",113,"8,542,618",272,"85,569,597",28,"830,006",41,"6,236,467"
1364,FTEK,16.66 %,30,$9,11,"289,807",21,"912,216",47,"5,040,479",3,"112,868",8,"33,732"
1365,FTFT,7.37 %,70,$8,20,"1,598,350",17,"911,215",39,"5,165,123",7,"509,898",10,"739,182"
1366,FTHM,12.89 %,16,$51,21,"124,149",24,"140,846",56,"2,087,932",2,500,10,"42,280"
1367,FTPA,69.99 %,26,$177,18,"3,900,330",5,"232,239",40,"17,980,270",13,"2,293,281",0,0
1368,FTPAU,26.33 %,26,$68,4,"361,530",16,"3,737,515",31,"6,763,458",2,"266,117",8,"3,599,933"
1369,FTRP,13.43 %,58,$33,22,"7,743,575",2,"16,800",25,"7,763,575",22,"7,743,575",2,"16,800"
1370,FTVI,51.18 %,26,$129,36,"13,147,137",0,0,36,"13,147,137",36,"13,147,137",0,0
1371,FTVIU,42.03 %,26,$109,10,"462,067",48,"13,615,128",78,"10,796,306",2,"105,003",40,"10,924,787"
1372,FTVIW,09/30/2021,"325,000",$345,09/30/2021,"225,000",New,$239,New,$199,09/30/2021,"174,849",New,$185
1373,FULC,92.34 %,39,$545,79,"14,262,885",24,"4,405,339",110,"36,297,363",44,"6,980,533",9,"2,006,527"
1374,FULT,63.77 %,161,"$1,772",117,"4,487,673",106,"6,205,400",275,"102,856,077",27,"739,494",19,"1,092,115"
1375,FULTP,0.00 %,8,$0,0,0,1,"8,550",1,0,0,0,1,"8,550"
1376,FUNC,30.02 %,7,$40,11,"47,364",23,"129,651",43,"1,986,490",3,"40,689",6,"68,956"
1377,FUND,19.31 %,29,$50,17,"759,568",18,"996,775",38,"5,640,526",5,"329,269",6,"213,953"
1378,FUSB,19.02 %,6,$14,6,"47,530",7,"34,129",23,"1,182,850",0,0,2,"25,492"
1379,FUSN,73.15 %,43,$182,19,"4,768,393",13,"728,791",44,"31,501,141",6,"3,857,199",4,"99,411"
1380,FUTU,43.06 %,78,"$1,818",110,"9,571,453",144,"13,311,824",290,"33,483,654",31,"3,494,926",80,"4,038,691"
1381,FUV,23.56 %,38,$89,48,"917,225",38,"982,033",108,"8,852,042",18,"271,377",17,"377,712"
1382,FVAM,88.47 %,9,$75,15,"634,137",7,"632,246",42,"7,627,466",6,"446,146",3,"623,300"
1383,FVCB,28.81 %,14,$81,18,"654,724",20,"503,550",49,"3,942,596",8,"311,001",8,"337,019"
1384,FVE,34.87 %,32,$39,22,"1,521,908",47,"1,448,829",104,"11,070,508",7,"245,814",21,"397,042"
1385,FWAC,85.36 %,28,$241,12,"2,356,614",14,"2,597,602",58,"24,248,478",6,"1,134,144",7,"1,901,660"
1386,FWBI,4.58 %,12,$1,10,"72,913",20,"81,753",34,"571,235",5,"26,727",13,"80,099"
1387,FWONA,86.89 %,26,"$1,291",76,"2,056,429",85,"2,361,089",224,"22,450,372",21,"223,075",24,"639,166"
1388,FWONK,97.77 %,204,"$12,053",135,"8,394,119",167,"8,127,557",385,"199,065,864",36,"734,719",39,"1,115,810"
1389,FWP,0.87 %,98,$6,7,"182,086",2,"109,705",10,"854,236",5,"135,423",1,"14,083"
1390,FWRD,98.47 %,27,"$2,801",76,"721,970",117,"1,106,814",234,"26,546,653",15,"184,307",19,"117,089"
1391,FXNC,26.90 %,6,$38,12,"228,744",7,"94,446",23,"1,674,616",5,"23,791",0,0
1392,FYBR,93.10 %,244,"$7,941",75,"43,194,956",66,"30,528,856",169,"227,541,203",37,"30,051,659",19,"6,233,716"
1393,GABC,42.91 %,27,$499,44,"313,067",60,"383,598",132,"11,390,017",13,"90,952",16,"84,132"
1394,GACQ,70.72 %,23,$163,37,"16,465,896",0,0,37,"16,465,896",37,"16,465,896",0,0
1395,GACQU,16.47 %,19,$31,6,"227,542",31,"15,148,333",40,"3,079,399",5,"224,186",26,"13,630,772"
1396,GACQW,09/30/2021,"840,000",$477,09/30/2021,"511,213",New,$290,New,$173,09/30/2021,"304,405",New,$173
1397,GAIA,56.30 %,14,$72,15,"690,762",43,"992,875",68,"7,835,240",5,"352,630",11,"222,959"
1398,GAIN,13.09 %,33,$73,32,"440,879",36,"343,918",81,"4,345,853",9,"149,654",10,"152,676"
1399,GAINN,0.00 %,5,$0,0,0,1,"40,000",1,0,0,0,1,"40,000"
1400,GALT,12.28 %,59,$19,21,"411,508",38,"1,042,118",83,"7,287,307",9,"206,299",15,"294,496"
1401,GAMB,5.19 %,34,$21,22,"1,753,671",0,0,22,"1,753,671",22,"1,753,671",0,0
1402,GAMC,62.97 %,29,$176,23,"5,727,166",9,"1,751,466",55,"18,105,070",16,"4,319,828",2,"998,060"
1403,GAMCU,25.50 %,29,$73,5,"231,552",19,"3,124,823",43,"7,331,569",1,"150,000",10,"3,039,045"
1404,GAMCW,09/30/2021,0,$325,09/30/2021,"416,666",0%,$225,-14.783%,$191,09/30/2021,"332,666",0%,$180
1405,GAME,8.87 %,16,$4,8,"595,072",5,"25,629",15,"1,377,888",5,"81,075",2,"6,200"
1406,GAN,48.51 %,42,$215,73,"3,829,785",54,"3,654,199",150,"20,467,617",24,"825,637",17,"928,981"
1407,GANX,7.51 %,12,$7,6,"178,105",4,"179,771",16,"892,629",2,"54,716",2,"179,587"
1408,GBCI,70.97 %,111,"$4,689",149,"4,332,156",134,"3,385,873",362,"78,556,982",34,"746,387",28,"1,695,665"
1409,GBDC,44.06 %,169,"$1,128",105,"8,412,700",83,"3,545,557",227,"74,531,231",29,"6,589,053",22,"816,966"
1410,GBIO,84.32 %,57,$912,41,"3,527,179",50,"2,028,672",106,"47,987,485",9,"109,821",23,"708,149"
1411,GBLI,66.96 %,11,$184,7,"93,346",9,"174,773",28,"7,053,404",1,"31,303",3,"26,150"
1412,GBNH,7.95 %,18,$9,10,"502,150",3,"63,804",15,"1,415,955",7,"295,424",2,"50,966"
1413,GBNY,35.99 %,2,$10,2,226,3,"1,261",12,"884,733",0,0,0,0
1414,GBOX,11.93 %,43,$27,41,"1,802,002",13,"576,400",64,"5,152,165",20,"1,005,923",9,"550,320"
1415,GBRGR,09/30/2021,0,$122,09/30/2021,"225,000",0%,$88,0%,$88,09/30/2021,"217,348",0%,$85
1416,GBRGW,09/30/2021,0,$65,09/30/2021,"225,000",0%,$59,New,$44,09/30/2021,"157,600",0%,$41
1417,GBS,2.31 %,15,$1,7,"161,596",7,"670,367",15,"344,157",3,"37,772",5,"652,020"
1418,GBT,96.18 %,64,"$1,861",104,"6,565,857",79,"11,247,574",219,"61,984,488",27,"855,000",29,"1,696,582"
1419,GCAC,98.06 %,17,$168,27,"5,233,047",18,"2,576,407",61,"16,915,463",17,"3,904,798",7,"1,814,112"
1420,GCACU,4.70 %,17,$8,4,"146,874",25,"2,399,987",35,"811,559",4,"146,874",19,"2,088,212"
1421,GCACW,09/30/2021,0,$319,09/30/2021,"320,000",-8.441%,$272,0%,$259,09/30/2021,"264,500",-11.833%,$225
1422,GCBC,5.95 %,9,$17,5,"136,267",15,"100,613",30,"506,689",3,"19,200",6,"96,787"
1423,GCMG,94.68 %,44,$484,56,"6,451,715",39,"6,384,716",100,"41,691,405",22,"2,797,691",20,"2,307,046"
1424,GCMGW,09/30/2021,"2,160,999","$4,106",09/30/2021,"2,101,893",133.543%,"$3,994",0%,"$2,610",09/30/2021,"1,267,109",New,"$2,408"
1425,GDEN,60.18 %,29,$879,78,"3,314,316",48,"1,875,966",150,"17,486,741",26,"991,958",8,"205,575"
1426,GDEV,0.13 %,197,$2,6,"158,485",57,"20,082,343",63,"254,579",3,"139,951",52,"18,261,669"
1427,GDEVW,09/30/2021,"-24,639",$700,09/30/2021,"885,245",0%,$682,New,$539,09/30/2021,"410,002",0%,$316
1428,GDRX,183.87 %,81,"$5,505",103,"15,670,986",106,"9,131,902",253,"148,376,465",59,"12,093,307",38,"2,282,535"
1429,GDS,7.53 %,"1,428","$6,024",119,"21,226,120",147,"20,814,116",291,"107,453,610",34,"6,927,597",62,"7,143,011"
1430,GDYN,66.22 %,65,"$1,627",122,"20,453,083",35,"4,701,752",160,"43,208,513",61,"7,137,177",11,"640,725"
1431,GECC,12.06 %,27,$11,4,"65,348",6,"624,321",16,"3,244,414",0,0,2,"52,588"
1432,GEG,53.95 %,27,$27,8,"1,500,904",13,"574,862",36,"14,499,230",3,"176,160",2,"3,448"
1433,GENC,50.07 %,12,$74,13,"139,855",23,"320,989",51,"6,157,776",4,"23,548",5,"29,984"
1434,GENE,1.50 %,15,$1,4,"47,176",11,"168,994",17,"229,992",3,"33,556",6,"101,584"
1435,GEOS,59.47 %,13,$69,12,"356,717",24,"717,092",53,"7,851,982",3,"196,184",6,"396,898"
1436,GERN,41.60 %,322,$205,51,"8,699,647",55,"4,846,071",158,"133,943,194",11,"5,880,040",15,"996,727"
1437,GET,09/30/2021,0,"$84,535",09/30/2021,"497,512",-0.307%,$647,-2.584%,$579,09/30/2021,"291,265",-1.72%,$379
1438,GEVO,34.54 %,202,$422,61,"5,722,525",61,"7,525,833",146,"69,721,271",25,"3,690,722",23,"605,878"
1439,GFAI,10.33 %,21,$4,5,"2,190,028",0,0,5,"2,190,028",5,"2,190,028",0,0
1440,GFAIW,09/30/2021,"1,020,389",$762,09/30/2021,"900,000",New,$672,New,$448,09/30/2021,"23,250",New,$17
1441,GFED,25.58 %,4,$37,6,"59,878",7,"26,795",23,"1,121,558",2,406,1,11
1442,GGAL,0.95 %,"1,193",$105,40,"3,160,490",33,"2,062,224",86,"11,387,098",17,"1,988,804",15,"760,844"
1443,GGGV,76.02 %,11,$86,22,"8,591,086",0,0,22,"8,591,086",22,"8,591,086",0,0
1444,GGGVR,09/30/2021,"1,425,000",$613,09/30/2021,"1,100,000",New,$473,New,$419,09/30/2021,"625,000",New,$269
1445,GGGVU,13.76 %,11,$15,9,"1,451,448",0,0,9,"1,451,448",9,"1,451,448",0,0
1446,GGMC,63.39 %,28,$174,9,"4,518,372",7,"2,213,326",26,"17,817,725",5,"2,824,334",0,0
1447,GGMCU,29.17 %,28,$82,2,"78,244",10,"4,563,367",26,"8,200,385",0,0,5,"4,264,138"
1448,GGMCW,09/30/2021,0,$585,09/30/2021,"825,000",147.5%,$585,New,$538,09/30/2021,"712,950",0%,$505
1449,GGPI,72.98 %,80,$784,72,"37,454,305",39,"15,626,215",118,"58,383,822",55,"29,527,002",15,"6,606,059"
1450,GGPIU,4.30 %,75,$47,9,"1,548,740",53,"34,293,854",68,"3,228,249",6,"1,272,473",41,"27,558,451"
1451,GGPIW,09/30/2021,"324,940","$4,104",09/30/2021,"789,252",New,"$3,702",New,"$2,111",09/30/2021,"448,016",New,"$2,101"
1452,GHAC,71.44 %,21,$146,19,"2,328,110",6,"82,709",58,"14,842,478",8,"1,027,863",1,"50,569"
1453,GHACU,17.49 %,21,$37,3,"40,234",19,"2,234,656",39,"3,633,142",1,"40,000",7,"1,278,882"
1454,GHACW,09/30/2021,"163,425",$302,09/30/2021,"323,968",0%,$259,0%,$250,09/30/2021,"250,001",0%,$200
1455,GHRS,58.36 %,49,$684,15,"2,370,484",21,"1,452,705",41,"28,509,924",7,"473,797",11,"478,187"
1456,GHSI,12.32 %,24,$3,9,"380,179",6,"100,063",20,"3,008,795",5,"138,028",2,"31,417"
1457,GIFI,39.05 %,16,$25,10,"143,700",10,"150,637",34,"6,066,687",2,"66,609",1,1
1458,GIG,66.85 %,46,$306,41,"7,064,152",22,"3,293,495",107,"30,716,250",22,"4,950,966",8,"2,176,324"
1459,GIGGU,5.44 %,36,$20,2,"396,862",31,"4,002,745",44,"1,952,897",1,"396,762",21,"3,584,715"
1460,GIGGW,09/30/2021,"692,461","$2,113",09/30/2021,"397,690",0%,$597,0%,$484,09/30/2021,"275,000",0%,$413
1461,GIGM,3.48 %,11,$1,1,107,4,"14,315",9,"385,035",0,0,3,"14,015"
1462,GIII,94.80 %,49,"$1,484",77,"3,058,350",94,"2,385,068",213,"46,042,727",14,"207,258",21,"331,796"
1463,GIIX,74.74 %,34,$257,29,"5,060,939",11,"1,703,876",76,"25,783,661",16,"2,883,756",4,"1,660,601"
1464,GIIXU,19.26 %,34,$67,12,"500,815",22,"4,557,563",58,"6,644,893",8,"292,220",12,"2,936,521"
1465,GIIXW,09/30/2021,0,$521,09/30/2021,"125,000",New,$174,0%,$174,09/30/2021,"108,014",0%,$150
1466,GILD,81.23 %,"1,254","$71,968",728,"60,282,941",689,"42,137,638","1,646","1,018,940,401",122,"7,858,972",87,"2,331,358"
1467,GILT,20.66 %,57,$81,47,"4,558,597",30,"1,115,269",93,"11,673,907",17,"1,855,913",7,"77,554"
1468,GIW,59.12 %,27,$159,42,"16,010,797",0,0,42,"16,010,797",42,"16,010,797",0,0
1469,GIWWU,13.71 %,22,$31,4,"29,743",46,"15,349,931",54,"2,994,889",2,"15,791",35,"13,242,746"
1470,GIWWW,09/30/2021,"612,500",$437,09/30/2021,"495,000",New,$353,New,$345,09/30/2021,"367,600",New,$262
1471,GLAD,10.61 %,34,$44,40,"283,506",26,"420,245",78,"3,640,994",10,"106,596",10,"155,524"
1472,GLAQ,78.39 %,15,$119,7,"1,299,010",3,"312,005",28,"11,798,342",1,"27,600",0,0
1473,GLAQU,1.93 %,15,$3,2,200,3,"27,852",10,"290,230",0,0,2,"27,493"
1474,GLAQW,09/30/2021,"1,155,205","$1,063",09/30/2021,"918,210",0%,$845,-10.526%,$782,09/30/2021,"665,100",0%,$612
1475,GLBE,38.16 %,146,"$2,928",88,"20,208,826",22,"5,684,082",115,"55,577,513",62,"12,973,989",14,"945,991"
1476,GLBL,79.40 %,34,$272,44,"13,374,846",13,"1,392,296",75,"27,392,160",22,"5,043,426",8,"1,284,895"
1477,GLBLU,14.43 %,34,$50,1,"5,031",49,"11,509,379",68,"4,977,621",0,0,37,"7,194,908"
1478,GLBLW,09/30/2021,"1,145,605","$1,375",09/30/2021,"601,504",New,$722,New,$620,09/30/2021,"458,332",57.143%,$550
1479,GLBS,12.29 %,11,$3,7,"197,890",10,"1,270,447",20,"1,299,003",4,"41,991",5,"895,088"
1480,GLBZ,2.84 %,3,$1,4,"3,326",4,"1,852",11,"81,152",2,27,1,19
1481,GLDD,93.15 %,66,$990,58,"8,001,548",65,"3,026,298",144,"61,236,225",11,"605,674",18,"400,393"
1482,GLEE,19.05 %,11,$20,7,"2,038,721",0,0,7,"2,038,721",7,"2,038,721",0,0
1483,GLEEU,67.13 %,10,$72,35,"7,043,515",0,0,35,"7,043,515",35,"7,043,515",0,0
1484,GLG,0.22 %,138,$0,6,"147,133",7,"467,398",14,"300,564",4,"138,553",5,"393,474"
1485,GLHA,52.75 %,22,$113,24,"2,666,826",4,"452,857",43,"11,629,139",16,"1,822,940",3,"449,067"
1486,GLHAU,42.63 %,20,$86,5,"48,435",12,"1,620,210",26,"8,525,554",1,"16,679",5,"772,872"
1487,GLHAW,09/30/2021,0,$719,09/30/2021,"750,000",0%,$540,4.294%,$300,09/30/2021,"400,000",0%,$288
1488,GLMD,16.86 %,25,$11,10,"93,938",8,"677,948",28,"4,228,082",4,"38,853",3,"42,200"
1489,GLNG,55.86 %,110,$779,61,"6,856,410",66,"9,612,773",160,"61,415,168",24,"2,700,443",18,"2,529,010"
1490,GLPG,12.94 %,66,$411,44,"5,541,316",63,"4,514,278",123,"8,481,794",14,"3,479,180",42,"3,170,478"
1491,GLPI,88.39 %,238,"$9,828",186,"10,186,014",153,"8,693,558",420,"210,671,933",48,"1,381,517",31,"1,337,366"
1492,GLRE,55.96 %,28,$114,28,"586,757",38,"1,528,762",86,"15,440,009",8,"113,498",6,"68,072"
1493,GLSI,6.22 %,13,$26,20,"151,057",8,"146,144",37,"815,728",7,"71,302",1,100
1494,GLSPT,89.17 %,17,$155,23,"4,192,644",1,"440,954",32,"15,557,438",12,"2,819,907",1,"440,954"
1495,GLSPW,09/30/2021,"601,498",$307,09/30/2021,"558,300",0%,$285,2.392%,$231,09/30/2021,"395,000",0%,$201
1496,GLTO,41.16 %,25,$30,15,"745,745",14,"1,719,328",34,"10,398,372",7,"575,744",9,"1,053,723"
1497,GLUE,71.88 %,47,$621,34,"5,383,687",32,"2,556,719",74,"33,428,148",28,"869,937",19,"1,729,041"
1498,GLYC,57.62 %,52,$54,15,"744,597",37,"2,143,932",64,"29,813,227",5,"236,391",15,"683,964"
1499,GMAB,7.19 %,657,"$1,829",124,"2,843,499",81,"5,133,364",235,"47,250,482",27,"338,250",28,"194,018"
1500,GMBL,8.85 %,22,$10,25,"682,613",23,"898,666",58,"1,981,768",11,"284,846",16,"382,887"
1501,GMBT,74.15 %,34,$255,45,"10,621,425",19,"4,752,446",97,"25,581,451",27,"5,281,761",7,"2,345,564"
1502,GMBTU,4.20 %,34,$15,5,"46,789",31,"4,702,048",46,"1,447,537",2,"45,925",21,"3,342,965"
1503,GMBTW,09/30/2021,"2,890,869","$3,585",09/30/2021,"865,745",1.776%,"$1,074",-36.602%,$310,09/30/2021,"213,198",0%,$264
1504,GMDA,36.46 %,59,$60,38,"3,956,064",29,"6,831,611",85,"21,621,061",15,"884,614",12,"5,891,911"
1505,GMII,96.46 %,45,$431,36,"4,855,911",22,"1,797,074",115,"43,408,033",15,"2,019,805",4,"98,865"
1506,GMIIU,4.35 %,45,$20,7,"249,625",17,"1,774,550",35,"1,957,759",4,"237,322",12,"1,608,675"
1507,GMIIW,09/30/2021,"857,076","$1,628",09/30/2021,"748,509",New,"$1,422",2.824%,$883,09/30/2021,"409,554",-26.08%,$778
1508,GMTX,59.39 %,43,$79,28,"2,840,758",29,"2,778,499",65,"25,604,403",10,"1,189,278",3,"803,100"
1509,GMVD,2.35 %,13,$1,6,"141,535",1,"90,000",7,"316,699",4,"134,220",1,"90,000"
1510,GMVDW,09/30/2021,0,$400,09/30/2021,"159,838",0%,$64,New,$10,09/30/2021,"14,629",New,$6
1511,GNAC,71.88 %,23,$162,17,"1,499,321",5,"277,376",58,"16,533,373",8,"578,137",2,"226,495"
1512,GNACU,20.55 %,23,$47,6,"51,214",12,"1,286,383",33,"4,727,603",2,"38,829",9,"1,150,108"
1513,GNACW,09/30/2021,0,$366,09/30/2021,"450,000",0%,$314,0%,$266,09/30/2021,"300,846",87.532%,$210
1514,GNCA,59.65 %,57,$47,14,"489,673",16,"401,726",47,"34,010,615",2,"1,662",8,"170,830"
1515,GNFT,1.33 %,46,$2,4,"6,496",5,"32,720",11,"607,795",1,"1,826",1,100
1516,GNLN,20.73 %,80,$22,83,"10,385,007",24,"900,351",120,"16,683,642",50,"9,340,111",11,"138,330"
1517,GNOG,61.91 %,47,$365,77,"19,052,824",40,"1,361,997",132,"28,830,985",44,"16,419,630",23,"559,995"
1518,GNPX,12.12 %,48,$9,18,"904,012",35,"962,054",66,"5,792,325",7,"626,727",19,"449,873"
1519,GNSS,45.09 %,36,$69,19,"1,010,653",32,"989,436",64,"16,298,007",5,"154,187",14,"292,446"
1520,GNTX,86.93 %,237,"$7,541",206,"20,695,311",237,"14,873,350",532,"205,596,939",46,"9,030,683",54,"3,203,587"
1521,GNTY,21.63 %,12,$104,28,"187,755",26,"115,554",69,"2,615,501",5,"61,240",5,"30,913"
1522,GNUS,19.52 %,301,$71,37,"1,985,081",57,"4,912,382",118,"58,740,779",10,"367,828",27,"1,231,114"
1523,GO,97.87 %,96,"$2,725",114,"15,006,526",109,"18,131,842",237,"93,973,500",37,"9,598,965",41,"10,327,668"
1524,GOBI,20.80 %,26,$53,7,"343,250",10,"645,581",29,"5,376,367",4,"306,241",5,"528,349"
1525,GOCO,82.92 %,115,$328,92,"17,717,819",40,"23,113,202",146,"95,164,906",41,"8,051,648",14,"601,785"
1526,GOEV,15.37 %,239,$423,71,"4,631,698",38,"5,114,449",138,"36,672,400",26,"879,043",21,"2,649,736"
1527,GOEVW,09/30/2021,"-103,734","$11,871",09/30/2021,"732,405",753.679%,"$2,790",-73.665%,$860,09/30/2021,"225,000",0%,$857
1528,GOGL,25.58 %,200,$410,48,"5,535,770",55,"6,123,515",116,"51,264,176",19,"628,839",26,"3,329,473"
1529,GOGO,69.30 %,110,"$1,019",80,"8,086,934",76,"4,197,880",177,"76,193,222",33,"3,989,133",31,"2,411,325"
1530,GOOD,50.35 %,37,$421,59,"1,338,772",47,"1,483,353",138,"18,765,608",9,"422,575",6,"197,409"
1531,GOODO,0.56 %,4,$1,1,"22,320",0,0,1,"22,320",1,"22,320",0,0
1532,GOOGL,78.79 %,301,"$701,757","1,533","8,005,478","1,450","7,573,486","3,459","237,006,546",176,"1,915,101",77,"356,052"
1533,GOSS,71.83 %,76,$634,58,"4,916,046",43,"3,256,913",136,"54,923,999",24,"1,856,786",11,"760,141"
1534,GOVX,7.18 %,6,$2,8,"76,343",3,"15,444",14,"458,421",4,"66,047",1,"14,908"
1535,GP,21.42 %,22,$66,14,"263,495",15,"269,982",35,"4,757,848",7,"97,086",6,"203,936"
1536,GPAC,69.82 %,30,$204,15,"2,668,449",14,"1,401,391",71,"20,946,269",7,"1,130,543",3,"679,512"
1537,GPACU,16.72 %,30,$50,11,"398,279",18,"1,618,997",52,"5,014,971",5,"296,931",7,"786,294"
1538,GPACW,09/30/2021,0,$353,09/30/2021,"213,251",0.067%,$209,650%,$147,09/30/2021,"135,830",-0.367%,$133
1539,GPCO,67.95 %,7,$51,25,"5,068,037",0,0,25,"5,068,037",25,"5,068,037",0,0
1540,GPCOR,09/30/2021,"400,000",$152,09/30/2021,"393,330",New,$149,New,$133,09/30/2021,"220,600",New,$84
1541,GPCOW,09/30/2021,"350,000",$94,09/30/2021,"296,090",New,$79,New,$67,09/30/2021,"200,000",New,$54
1542,GPP,22.34 %,23,$74,15,"419,808",15,"329,482",38,"5,189,145",4,"35,615",5,"40,194"
1543,GPRE,110.35 %,54,"$2,299",133,"14,885,989",72,"7,348,615",232,"59,142,039",44,"4,697,515",19,"1,717,623"
1544,GPRO,74.62 %,129,"$1,024",116,"13,063,903",74,"11,732,147",237,"96,218,480",46,"3,800,488",24,"3,641,712"
1545,GRAY,52.56 %,21,$30,7,"335,477",29,"871,085",45,"11,205,007",4,"328,880",17,"283,265"
1546,GRBK,83.84 %,51,"$1,146",75,"2,692,366",71,"1,822,955",175,"42,556,863",22,"791,437",18,"392,776"
